page_id,violations,passes,total_checks,failure_rate
1161,46,256,302,0.152317880794702
1163,46,256,302,0.152317880794702
1164,38,619,657,0.0578386605783866
1165,9,354,363,0.024793388429752067
1166,3,11,14,0.21428571428571427
1169,5,48,53,0.09433962264150944
1171,14,374,388,0.03608247422680412
1172,17,388,405,0.04197530864197531
1173,17,388,405,0.04197530864197531
1175,17,388,405,0.04197530864197531
1176,17,388,405,0.04197530864197531
1177,2,8,10,0.2
