page_id,is_success,count,category_count,error_count,alert_count,contrast_count,error_alt_missing,error_alt_link_missing,error_alt_spacer_missing,error_label_missing,error_link_empty,error_aria_reference_broken,alert_alt_duplicate,alert_label_orphaned,alert_link_internal_broken,alert_link_suspicious,alert_link_redundant,alert_noscript,alert_tabindex,alert_text_small,alert_title_redundant,contrast_contrast,error_button_empty,error_link_skip_broken,alert_alt_suspicious,alert_heading_skipped,alert_link_pdf,alert_youtube_video,error_alt_input_missing,error_aria_menu_broken,alert_legend_missing,alert_event_handler,alert_alt_long,error_label_empty,alert_heading_possible,alert_link_excel,alert_alt_redundant,alert_table_layout,alert_h1_missing,alert_underline,error_label_multiple,error_heading_empty,alert_label_title,alert_audio_video,alert_select_missing_label,alert_html5_video_audio,alert_fieldset_missing,alert_heading_missing,alert_region_missing,error_th_empty,alert_image_title,alert_link_powerpoint,error_language_missing,alert_text_justified,alert_javascript_jumpmenu,alert_accesskey,alert_link_word,alert_list_possible,alert_flash,error_meta_refresh,alert_plugin,error_title_invalid,error_alt_map_missing,alert_link_document,error_alt_area_missing,alert_longdesc,alert_table_caption_possible,error_marquee,error_longdesc_invalid
8472_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8474_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8475_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8476_home,True,24,10,6,18,0,,,2.0,,3.0,1.0,1.0,,,2.0,8.0,1.0,,,,,,,,2.0,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8478_home,True,76,11,5,63,8,,2.0,,,1.0,,,,,6.0,24.0,,,,,8.0,2.0,,,1.0,,,,,,,11.0,,,,16.0,,,,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
8479_home,True,137,18,13,118,6,1.0,,2.0,1.0,6.0,3.0,4.0,21.0,1.0,1.0,17.0,3.0,11.0,1.0,53.0,6.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
8483_home,True,58,9,10,46,2,,6.0,,1.0,1.0,,,,,3.0,25.0,,,,,2.0,,,,17.0,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8490_home,True,12,5,1,11,0,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8492_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8495_home,True,168,17,78,51,39,38.0,6.0,,29.0,,,,3.0,6.0,3.0,,,,,,39.0,3.0,,,,,,,,,4.0,,,,,,28.0,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,3.0,,,,,,,,,,,,,,1.0,
8496_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8497_home,True,9,4,0,3,6,,,,,,,,,,,1.0,1.0,,,,6.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8498_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8501_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8502_home,True,150,15,43,84,23,34.0,3.0,,2.0,3.0,,,,,2.0,23.0,,,,41.0,23.0,1.0,,2.0,1.0,,,,,,10.0,2.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
8505_home,True,217,19,100,43,74,70.0,4.0,1.0,19.0,5.0,1.0,1.0,,,3.0,7.0,1.0,11.0,,4.0,74.0,,,3.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,8.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
8508_home,True,38,12,10,11,17,,,2.0,2.0,4.0,1.0,,,,1.0,3.0,1.0,,1.0,1.0,17.0,,,,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8510_home,True,70,9,5,47,18,,,2.0,,,,12.0,,,,8.0,1.0,,,,18.0,2.0,,25.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8511_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8513_home,True,19,4,9,6,4,,,,,9.0,,,,,,,4.0,,,,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8514_home,True,99,14,11,87,1,1.0,,2.0,1.0,4.0,3.0,4.0,19.0,1.0,,7.0,2.0,11.0,1.0,42.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8519_home,True,62,7,50,10,2,,,2.0,,48.0,,1.0,,,,3.0,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8522_home,True,41,7,29,10,2,,,2.0,,27.0,,1.0,,,,3.0,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8523_home,True,25,10,7,18,0,,,2.0,,4.0,1.0,1.0,,,2.0,8.0,1.0,,,,,,,,2.0,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8530_home,True,100,19,30,61,9,2.0,4.0,,9.0,6.0,,,6.0,,,16.0,3.0,,16.0,5.0,9.0,4.0,,1.0,1.0,,,,,1.0,6.0,,5.0,,,,1.0,,,,,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,
8531_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8532_home,True,14,6,1,13,0,,1.0,,,,,,,,2.0,5.0,3.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8533_home,True,17,7,1,16,0,,1.0,,,,,3.0,,,1.0,6.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8534_home,True,59,15,11,27,21,1.0,,,3.0,2.0,,,4.0,,,1.0,2.0,,3.0,,21.0,1.0,,,,13.0,,,,2.0,1.0,,,,,,,,,,3.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
8541_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8543_home,True,4,3,1,3,0,,,1.0,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8544_home,True,6,4,1,5,0,,,1.0,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8546_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8549_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8551_home,True,23,11,6,15,2,,,2.0,,,,1.0,2.0,,,3.0,3.0,,,,2.0,,,,1.0,,,,,2.0,,,3.0,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8552_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8553_home,True,110,14,23,79,8,,9.0,,2.0,8.0,1.0,,,,24.0,36.0,2.0,,6.0,4.0,8.0,3.0,,,3.0,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
8554_home,True,25,10,18,6,1,4.0,6.0,,1.0,3.0,,,,,,2.0,,,2.0,1.0,1.0,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8555_home,True,90,7,78,10,2,,,2.0,,76.0,,1.0,,,,3.0,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8556_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8558_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8560_home,True,9,4,0,3,6,,,,,,,,,,,1.0,1.0,,,,6.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8561_home,True,27,8,1,26,0,,1.0,,,,,7.0,,,2.0,5.0,3.0,,,7.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8563_home,True,110,15,11,98,1,1.0,,2.0,1.0,4.0,3.0,8.0,19.0,1.0,,8.0,3.0,11.0,1.0,43.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
8564_home,True,17,7,2,13,2,,,2.0,,,,1.0,,,,5.0,3.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8565_home,True,360,11,39,129,192,,32.0,,,4.0,1.0,,,,,2.0,1.0,,,120.0,192.0,,,,4.0,2.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8566_home,True,183,16,24,153,6,,1.0,18.0,,4.0,,,,1.0,2.0,4.0,5.0,,,111.0,6.0,,,,3.0,2.0,,,,,,,1.0,,,19.0,1.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8568_home,True,39,14,14,17,8,,,,10.0,,,,,,4.0,3.0,2.0,,,1.0,8.0,3.0,1.0,,,2.0,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
8569_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8575_home,True,23,12,12,11,0,3.0,,6.0,1.0,1.0,,,,,1.0,2.0,2.0,,,2.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
8576_home,True,46,9,30,14,2,,,2.0,,28.0,,1.0,,1.0,,3.0,3.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8578_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8581_home,True,45,11,28,15,2,,,2.0,,,,1.0,2.0,,,3.0,3.0,,,,2.0,,,,1.0,,,,,2.0,,,25.0,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8582_home,True,7,4,1,3,3,,,,,1.0,,,,,,2.0,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8583_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8584_home,True,178,13,13,118,47,1.0,5.0,,6.0,,,,,,,18.0,,,,82.0,47.0,,,,,,,,,,6.0,,,1.0,,,3.0,,,,,,,,,1.0,,1.0,,6.0,,1.0,,,,,,,,,,,,,,,,
8598_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8599_home,True,110,17,11,98,1,1.0,,2.0,1.0,4.0,3.0,2.0,28.0,1.0,,19.0,2.0,11.0,1.0,29.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
8602_home,True,120,18,11,107,2,1.0,,2.0,1.0,4.0,3.0,7.0,22.0,1.0,2.0,17.0,2.0,11.0,1.0,38.0,2.0,,,4.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8603_home,True,285,23,82,201,2,8.0,7.0,,12.0,28.0,,,8.0,,1.0,38.0,3.0,,14.0,17.0,2.0,8.0,,4.0,3.0,,,,,2.0,61.0,,17.0,,,,12.0,,8.0,,2.0,,,2.0,,,,,,,,,16.0,,,,12.0,,,,,,,,,,,
8607_home,True,112,8,15,95,2,1.0,12.0,,,2.0,,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,88.0,,,,1.0,,,,,,,,,,,
8614_home,True,68,9,7,61,0,,,2.0,,4.0,,,,,1.0,9.0,46.0,,,3.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8616_home,True,25,11,8,15,2,,,2.0,,,,1.0,2.0,,,3.0,3.0,,,,2.0,,,,1.0,,,,,2.0,,,5.0,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8618_home,True,47,13,27,20,0,5.0,2.0,,16.0,,,,2.0,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,7.0,,2.0,,,5.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
8621_home,True,69,8,4,47,18,,,2.0,,,,12.0,,,,8.0,1.0,,,,18.0,2.0,,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8622_home,True,3,3,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
8626_home,True,217,20,98,47,72,66.0,6.0,1.0,19.0,5.0,1.0,1.0,,,3.0,8.0,1.0,11.0,,3.0,72.0,,,3.0,,1.0,,,,,1.0,1.0,,,,4.0,,,,,,,,8.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
8630_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8633_home,True,34,12,17,15,2,,1.0,2.0,,,,1.0,2.0,,,3.0,3.0,,,,2.0,,,,1.0,,,,,2.0,,,12.0,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8635_home,True,45,5,4,13,28,,4.0,,,,,,,,,8.0,,,,,28.0,,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8636_home,True,4,4,0,3,1,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8638_home,True,2,2,0,2,0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8639_home,True,4,4,0,3,1,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8640_home,True,176,16,13,162,1,1.0,2.0,2.0,1.0,4.0,3.0,4.0,39.0,,1.0,9.0,3.0,11.0,1.0,90.0,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8641_home,True,75,12,14,16,45,4.0,1.0,,2.0,6.0,,,,,1.0,,4.0,,7.0,2.0,45.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
8644_home,True,57,12,9,48,0,,,,,5.0,,,,1.0,,3.0,,,1.0,35.0,,,2.0,3.0,2.0,,,,,,,,1.0,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8646_home,True,38,11,4,34,0,1.0,,,,,1.0,,,,4.0,3.0,1.0,,,3.0,,1.0,,,,10.0,,,,,,,1.0,,,,1.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8648_home,True,18,9,10,8,0,1.0,,6.0,1.0,1.0,,,,,,3.0,2.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
8649_home,True,29,11,12,15,2,,,2.0,,,,1.0,2.0,,,3.0,3.0,,,,2.0,,,,1.0,,,,,2.0,,,9.0,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8650_home,True,119,20,15,103,1,1.0,3.0,2.0,1.0,4.0,3.0,2.0,22.0,1.0,2.0,13.0,2.0,11.0,1.0,43.0,1.0,,,3.0,1.0,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8651_home,True,29,11,12,15,2,,,2.0,,,,1.0,2.0,,,3.0,3.0,,,,2.0,,,,1.0,,,,,2.0,,,9.0,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8653_home,True,4,3,1,3,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8654_home,True,13,6,0,13,0,,,,,,,,,,2.0,4.0,3.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8657_home,True,167,20,59,103,5,8.0,9.0,,12.0,18.0,,,9.0,,,26.0,3.0,,16.0,7.0,5.0,4.0,,4.0,3.0,,,,,2.0,23.0,,7.0,,,,2.0,,,,1.0,,,2.0,,,,,,,,,6.0,,,,,,,,,,,,,,,
8658_home,True,24,10,13,11,0,4.0,,6.0,1.0,1.0,,,,,,2.0,2.0,,,2.0,,,,,,,1.0,,,,,,,,,,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
8659_home,True,28,12,10,16,2,,,2.0,,,,1.0,2.0,,,3.0,3.0,,,,2.0,,,,1.0,1.0,,,,2.0,,,7.0,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8660_home,True,50,13,29,21,0,6.0,3.0,,16.0,,,,2.0,,,4.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,7.0,,2.0,,,5.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
8662_home,True,134,20,42,90,2,7.0,6.0,,9.0,10.0,,,8.0,,,27.0,3.0,,15.0,6.0,2.0,4.0,,1.0,2.0,,,,,1.0,17.0,2.0,6.0,,,,1.0,,,,,,,2.0,,,,,,,,,5.0,,,,,,,,,,,,,,,
8663_home,True,14,8,7,7,0,1.0,,4.0,1.0,,,,,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
8664_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8668_home,True,26,11,9,15,2,,,2.0,,,,1.0,2.0,,,3.0,3.0,,,,2.0,,,,1.0,,,,,2.0,,,6.0,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8669_home,True,233,17,125,43,65,94.0,6.0,,19.0,5.0,1.0,,,,3.0,9.0,1.0,11.0,,2.0,65.0,,,3.0,,1.0,,,,,1.0,,,,,2.0,,,,,,,,8.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
8673_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8674_home,True,71,12,6,64,1,1.0,,1.0,1.0,,,,,,,55.0,4.0,,,,1.0,1.0,,,,3.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
8675_home,True,59,15,18,31,10,8.0,,,3.0,2.0,,,4.0,,,1.0,2.0,,3.0,,10.0,1.0,,,,17.0,,,,2.0,1.0,,,,,,,,,,3.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
8676_home,True,6,5,1,5,0,,,1.0,,,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8677_home,True,32,11,15,15,2,,,2.0,,,,1.0,2.0,,,3.0,3.0,,,,2.0,,,,1.0,,,,,2.0,,,12.0,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8680_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8681_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8684_home,True,40,12,20,18,2,,,2.0,,,,1.0,2.0,1.0,,3.0,3.0,,,,2.0,,,,1.0,,,,,2.0,,,17.0,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8685_home,True,3,2,1,2,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8686_home,True,246,21,19,226,1,1.0,8.0,2.0,1.0,4.0,3.0,10.0,30.0,1.0,3.0,9.0,3.0,11.0,1.0,147.0,1.0,,,,1.0,1.0,,,,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
8687_home,True,105,8,20,71,14,,,,6.0,9.0,,,1.0,,,6.0,,4.0,,,14.0,,,,,,,,,,,,,,,60.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8689_home,True,53,9,10,43,0,,1.0,,,7.0,1.0,,,,,,2.0,,6.0,32.0,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8692_home,True,40,14,13,14,13,2.0,3.0,,7.0,,,,1.0,,,1.0,,,,,13.0,,,1.0,1.0,3.0,,,,,1.0,,,2.0,,,,1.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
8693_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8696_home,True,4,4,0,3,1,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8697_home,True,27,11,10,15,2,,,2.0,,,,1.0,2.0,,,3.0,3.0,,,,2.0,,,,1.0,,,,,2.0,,,7.0,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8699_home,True,4,3,1,3,0,,,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8702_home,True,64,9,5,11,48,1.0,,,1.0,,,,,,,3.0,1.0,,,,48.0,,,,1.0,,,,,,,5.0,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8704_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8705_home,True,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
8706_home,True,48,14,20,24,4,,6.0,,2.0,8.0,1.0,,,,,4.0,2.0,,6.0,4.0,4.0,3.0,,,3.0,,,,,3.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
8708_home,True,50,12,17,18,15,8.0,5.0,,3.0,,,,,,,3.0,1.0,,9.0,,15.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
8709_home,True,4,3,1,3,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8710_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8716_home,True,3,3,1,2,0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8720_home,True,46,10,6,40,0,,,,,3.0,,,1.0,,2.0,8.0,,,,22.0,,3.0,,,,4.0,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
8721_home,True,4,3,1,3,0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8724_home,True,33,11,16,15,2,,,2.0,,,,1.0,2.0,,,3.0,3.0,,,,2.0,,,,1.0,,,,,2.0,,,13.0,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8726_home,True,37,7,13,16,8,,9.0,,,1.0,,,,,2.0,8.0,,,,6.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8727_home,True,14,7,6,8,0,,,4.0,1.0,,,,,,,3.0,2.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
8731_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8732_home,True,44,14,14,28,2,,,,10.0,,,,,,3.0,3.0,2.0,,,1.0,2.0,3.0,1.0,,,7.0,,,,,1.0,7.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
8733_home,True,4,4,2,1,1,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
8737_home,True,18,9,10,8,0,1.0,,6.0,1.0,1.0,,,,,,3.0,2.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
