page_id,is_success,count,category_count,error_count,alert_count,contrast_count,error_label_missing,error_language_missing,error_button_empty,alert_alt_suspicious,alert_h1_missing,alert_link_redundant,alert_link_pdf,alert_text_small,contrast_contrast,alert_select_missing_label,alert_region_missing,error_alt_missing,error_link_empty,error_aria_menu_broken,alert_alt_duplicate,alert_label_orphaned,alert_heading_skipped,alert_link_suspicious,alert_event_handler,alert_text_justified,alert_heading_missing,alert_link_internal_broken,error_alt_link_missing,alert_youtube_video,alert_title_redundant,error_th_empty,alert_noscript,alert_image_title,alert_label_title,alert_accesskey,alert_table_layout,error_heading_empty,alert_alt_redundant,alert_legend_missing,alert_tabindex,alert_heading_possible,alert_underline,error_link_skip_broken,alert_fieldset_missing,alert_plugin,alert_alt_long,alert_javascript_jumpmenu,error_alt_spacer_missing,error_title_invalid,error_aria_reference_broken,alert_table_caption_possible,alert_link_powerpoint,alert_link_excel,alert_audio_video,alert_list_possible,error_label_multiple,error_meta_refresh,error_alt_area_missing,alert_flash,error_alt_map_missing,error_label_empty,alert_html5_video_audio,error_alt_input_missing,alert_link_word,alert_longdesc,error_marquee,error_blink,alert_applet
2500_home,True,31,6,22,9,0,9.0,,,,,2.0,,,,,,5.0,,,,,1.0,,6.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503_home,True,35,12,2,18,15,,1.0,,1.0,,2.0,1.0,,15.0,,1.0,,1.0,,,,,2.0,,,1.0,,,,,,,,,,8.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504_home,True,3,3,0,3,0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505_home,True,26,8,13,10,3,,1.0,,,,,,,3.0,,,4.0,,,1.0,,,,,,,,7.0,,,,1.0,,,,8.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2508_home,True,34,8,5,15,14,,1.0,,,,1.0,,1.0,14.0,,,4.0,,,1.0,,,,,11.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510_home,True,40,5,1,4,35,,,1.0,,1.0,2.0,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
2512_home,True,13,7,8,1,4,1.0,,,,1.0,,,,4.0,,,1.0,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
2513_home,True,7,4,0,3,4,,,,,,1.0,,,4.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514_home,True,4,4,2,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2517_home,True,4,4,1,3,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519_home,True,36,9,6,30,0,,1.0,,,,4.0,1.0,1.0,,,1.0,,4.0,,,,,,,22.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520_home,True,7,6,1,5,1,,,1.0,,,2.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521_home,True,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522_home,True,15,5,2,5,8,,1.0,,,,,,,8.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523_home,True,9,6,3,6,0,2.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525_home,True,19,8,3,9,7,,1.0,,,1.0,,,,7.0,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526_home,True,11,6,1,10,0,,1.0,,,,,,,,,1.0,,,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,
2527_home,True,4,4,2,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2528_home,True,2,2,1,1,0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530_home,True,35,9,7,28,0,,1.0,,,,,5.0,8.0,,,1.0,6.0,,,,,,,1.0,7.0,1.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531_home,True,4,4,2,2,0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532_home,True,4,4,2,2,0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2533_home,True,4,4,2,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2534_home,True,4,4,2,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
2535_home,True,3,3,1,2,0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537_home,True,87,4,1,86,0,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,2.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
2538_home,True,3,3,1,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541_home,True,24,7,1,10,13,,1.0,,,,,,1.0,13.0,,1.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2542_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543_home,True,3,3,1,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547_home,True,3,3,1,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548_home,True,3,3,1,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549_home,True,9,3,0,2,7,,,,,,,,,7.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551_home,True,2,2,0,1,1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552_home,True,24,6,4,9,11,,,,,,1.0,,,11.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,
2553_home,True,47,8,2,13,32,1.0,1.0,,1.0,,,,,32.0,2.0,1.0,,,,,3.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554_home,True,25,8,6,4,15,4.0,,1.0,,,1.0,,,15.0,,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555_home,True,17,9,5,7,5,1.0,,,,1.0,1.0,,,5.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,1.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2556_home,True,204,11,15,174,15,,1.0,,,1.0,3.0,,,15.0,,,13.0,,,,,1.0,3.0,83.0,,,,,,71.0,,,,,,12.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2557_home,True,19,7,5,5,9,2.0,,3.0,,,1.0,,,9.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2558_home,True,26,9,6,12,8,5.0,1.0,,,1.0,,,,8.0,,1.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2559_home,True,37,5,0,4,33,,,,,,1.0,,,33.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560_home,True,3,3,1,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561_home,True,17,7,10,4,3,4.0,1.0,,,1.0,,,,3.0,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2562_home,True,2,2,0,2,0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563_home,True,29,9,10,12,7,1.0,,,,1.0,6.0,,,7.0,,,9.0,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564_home,True,65,8,3,29,33,1.0,1.0,,,1.0,26.0,,,33.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2565_home,True,9,4,1,7,1,,1.0,,,,,,,1.0,,,,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566_home,True,111,5,12,57,42,,,,,,,,,42.0,,,,,,,,1.0,,,9.0,,47.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567_home,True,13,7,2,9,2,,1.0,,,,1.0,,,2.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,
2568_home,True,41,6,7,7,27,6.0,,1.0,,1.0,1.0,,,27.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569_home,True,1,1,0,1,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570_home,True,67,14,19,41,7,10.0,1.0,3.0,5.0,1.0,8.0,,,7.0,2.0,,,2.0,,4.0,16.0,,,,,,,,,,,,,,,,2.0,,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2571_home,True,2,2,1,1,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2572_home,True,17,6,3,5,9,3.0,,,,,2.0,,1.0,9.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573_home,True,63,10,8,55,0,1.0,,3.0,,,11.0,,,,,,,,2.0,1.0,,2.0,,,,,18.0,,,23.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2574_home,True,16,12,8,7,1,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,4.0,,1.0,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2576_home,True,13,6,2,4,7,,1.0,,,,,,,7.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578_home,True,2,2,1,1,0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580_home,True,12,7,5,2,5,1.0,1.0,,,,,,,5.0,,1.0,1.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581_home,True,32,7,7,14,11,4.0,,,,,2.0,,,11.0,,,,2.0,,,,2.0,,,,,,1.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582_home,True,5,4,2,1,2,,1.0,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583_home,True,15,6,5,8,2,1.0,1.0,,,,,,7.0,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584_home,True,3,3,1,1,1,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585_home,True,10,4,4,6,0,2.0,2.0,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586_home,True,6,6,1,5,0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587_home,True,7,5,1,3,3,,1.0,,,,,,,3.0,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588_home,True,10,5,4,2,4,3.0,1.0,,,,,,,4.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589_home,True,3,3,1,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593_home,True,193,10,3,7,183,,1.0,1.0,,1.0,1.0,,,183.0,,1.0,1.0,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594_home,True,15,7,2,7,6,,,,,1.0,1.0,,,6.0,4.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595_home,True,7,4,2,5,0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596_home,True,1,1,0,1,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597_home,True,6,5,0,4,2,,,,,1.0,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598_home,True,14,7,7,3,4,1.0,1.0,,,,1.0,,,4.0,,1.0,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599_home,True,28,7,3,25,0,3.0,,,,,,,3.0,,7.0,1.0,,,,,,,,,3.0,,,,,,,,,,,8.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
2600_home,True,51,11,27,22,2,6.0,1.0,,,,,,,2.0,4.0,1.0,19.0,,,,,2.0,11.0,,,,,,,,,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601_home,True,50,11,6,9,35,1.0,,,1.0,,,,,35.0,,,1.0,1.0,,,,,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,
2603_home,True,3,2,0,1,2,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604_home,True,2,2,1,0,1,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608_home,True,34,9,1,15,18,,1.0,,,,1.0,,1.0,18.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,8.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
2609_home,True,30,11,2,27,1,,1.0,,,,1.0,2.0,,1.0,,1.0,,,,,,,,15.0,1.0,1.0,,1.0,,,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610_home,True,4,4,2,1,1,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612_home,True,10,4,0,5,5,,,,,,2.0,,,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613_home,True,19,5,0,8,11,,,,,1.0,5.0,,1.0,11.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614_home,True,1529,8,1385,140,4,,1.0,,,,135.0,,2.0,4.0,,1.0,1384.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615_home,True,20,8,2,13,5,,1.0,,,,,,,5.0,,1.0,,,,,,,1.0,5.0,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2616_home,True,4,4,2,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2617_home,True,17,3,0,3,14,,,,,,,,,14.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618_home,True,7,4,1,4,2,,1.0,,,,,,,2.0,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621_home,True,3,3,1,1,1,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622_home,True,61,10,4,52,5,3.0,1.0,,,,,,3.0,5.0,4.0,,,,,,,,,27.0,,1.0,,,,1.0,,,2.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623_home,True,2,2,0,2,0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626_home,True,4,4,2,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
2627_home,True,13,4,1,12,0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630_home,True,28,11,2,25,1,1.0,,,6.0,,,,,1.0,1.0,1.0,1.0,,,5.0,,,1.0,8.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2633_home,True,19,8,4,11,4,1.0,1.0,,,,,,,4.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634_home,True,25,10,8,17,0,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,2.0,1.0,,,6.0,,,,,,,,4.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2635_home,True,20,10,4,15,1,,,,,,6.0,,1.0,1.0,1.0,,,3.0,,1.0,,,,,,,,,,,,,,1.0,,,,,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2636_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638_home,True,4,4,2,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2639_home,True,6,6,3,3,0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2640_home,True,9,6,2,5,2,,,,,1.0,,,,2.0,,,,,,,,,,,2.0,,,2.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641_home,True,25,6,23,2,0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,11.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642_home,True,21,10,6,10,5,1.0,,,,,4.0,,,5.0,,,1.0,2.0,,,1.0,,,,3.0,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2643_home,True,62,13,29,21,12,5.0,1.0,,,1.0,10.0,,,12.0,2.0,,7.0,1.0,,,,,1.0,5.0,,,,15.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645_home,True,64,15,20,44,0,9.0,1.0,3.0,5.0,1.0,5.0,,5.0,,3.0,,,2.0,,4.0,16.0,,,,,,,2.0,,,,,,,,,2.0,,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2646_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648_home,True,77,6,8,18,51,,,,,,16.0,,,51.0,,,1.0,1.0,,2.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653_home,True,10,6,4,6,0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657_home,True,5,4,3,2,0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659_home,True,15,7,7,6,2,,1.0,,,,1.0,,,2.0,,1.0,6.0,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660_home,True,5,5,1,4,0,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2661_home,True,26,9,15,3,8,1.0,,,,1.0,1.0,,,8.0,,,6.0,,,,,,,,1.0,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2662_home,True,47,10,23,23,1,,,1.0,10.0,,,,,1.0,1.0,,16.0,6.0,,9.0,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663_home,True,60,10,16,10,34,1.0,1.0,1.0,,,,,3.0,34.0,,,10.0,,,,,,,,4.0,,2.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664_home,True,7,5,4,3,0,,1.0,,,,,1.0,,,,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665_home,True,39,11,10,11,18,1.0,1.0,,,1.0,1.0,,,18.0,,,,7.0,,,1.0,,,,3.0,,,1.0,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667_home,True,17,6,4,5,8,,,,,,,,,8.0,,1.0,3.0,,,,,,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670_home,True,74,10,37,11,26,3.0,,,,,1.0,,8.0,26.0,1.0,1.0,3.0,2.0,,,,,,,,,,28.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671_home,True,54,10,3,38,13,,1.0,1.0,,1.0,2.0,,,13.0,,,,,,,,1.0,1.0,,31.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
2672_home,True,77,10,7,56,14,1.0,1.0,,,,2.0,,,14.0,,1.0,2.0,2.0,,,,,,,26.0,,,,,,,,,,,,,,,,,27.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2674_home,True,22,7,12,7,3,,1.0,,,,,,,3.0,,1.0,10.0,1.0,,,,,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675_home,True,6,3,1,4,1,,1.0,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2677_home,True,42,15,5,28,9,1.0,1.0,,,,1.0,,,9.0,1.0,1.0,2.0,,,,1.0,,1.0,,16.0,1.0,,1.0,,1.0,,,,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2678_home,True,6,3,2,2,2,,,,,,,,,2.0,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680_home,True,1,1,0,1,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681_home,True,15,10,3,11,1,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682_home,True,2,2,0,2,0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683_home,True,4,4,2,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2685_home,True,65,9,4,61,0,2.0,1.0,,,,,1.0,4.0,,,1.0,1.0,,,,,,,24.0,,1.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
