category,page_id,page_type,issue,violations,passes,total_checks,failure_rate
hubmap,hubmap9,dataset,aria-hidden-focus,0,111,111,0
hubmap,hubmap9,dataset,aria-prohibited-attr,0,50,50,0
hubmap,hubmap9,dataset,aria-required-attr,0,61,61,0
hubmap,hubmap9,dataset,aria-roles,0,61,61,0
hubmap,hubmap9,dataset,aria-treeitem-name,0,1,1,0
hubmap,hubmap9,dataset,aria-valid-attr-value,0,50,50,0
hubmap,hubmap9,dataset,aria-valid-attr,0,50,50,0
hubmap,hubmap9,dataset,avoid-inline-spacing,0,43,43,0
hubmap,hubmap9,dataset,bypass,0,1,1,0
hubmap,hubmap9,dataset,color-contrast,0,157,157,0
hubmap,hubmap9,dataset,document-title,0,1,1,0
hubmap,hubmap9,dataset,duplicate-id-aria,0,20,20,0
hubmap,hubmap9,dataset,empty-heading,0,32,32,0
hubmap,hubmap9,dataset,empty-table-header,0,5,5,0
hubmap,hubmap9,dataset,form-field-multiple-labels,0,2,2,0
hubmap,hubmap9,dataset,label-title-only,0,2,2,0
hubmap,hubmap9,dataset,landmark-banner-is-top-level,0,6,6,0
hubmap,hubmap9,dataset,landmark-main-is-top-level,0,5,5,0
hubmap,hubmap9,dataset,landmark-one-main,0,1,1,0
hubmap,hubmap9,dataset,link-name,0,33,33,0
hubmap,hubmap9,dataset,list,0,1,1,0
hubmap,hubmap9,dataset,listitem,0,7,7,0
hubmap,hubmap9,dataset,meta-viewport-large,0,1,1,0
hubmap,hubmap9,dataset,meta-viewport,0,1,1,0
hubmap,hubmap9,dataset,nested-interactive,0,102,102,0
hubmap,hubmap9,dataset,page-has-heading-one,0,1,1,0
hubmap,hubmap9,dataset,scope-attr-valid,0,5,5,0
hubmap,hubmap9,dataset,tabindex,0,42,42,0
hubmap,hubmap9,dataset,table-duplicate-name,0,2,2,0
hubmap,hubmap9,dataset,td-headers-attr,0,2,2,0
hubmap,hubmap9,dataset,th-has-data-cells,0,2,2,0
